gene	atnos1	coi1	dde2	ein2-1	ein3	jar1	jin1	mpk3	mpk6	ndr1-1	nho1	nia2	npr1-1	pad4-1	pbs2-1	pen2	pmr4	rbohD	rbohF	rps2-101C	sag101	sid2-2
At5g52760	-0.475331818	0.070729761	-0.221788041	0.180132554	-0.234588257	0.267637292	0.126875292	0.108471943	0.004690959	-3.467979022	-0.411162906	-0.00976831	-0.540013457	-0.920171246	0.022843644	-0.134945239	0.022102761	-0.032710018	-0.062525976	-1.607762022	-0.021659239	-0.565851022
At5g53000	0.047661167	0.16361904	-0.123390685	0.078247925	0.064508895	-0.065728351	-0.032414685	0.048769895	-0.074669685	-0.182817634	0.048343373	0.002913769	-0.147733105	0.018003525	0.0798037	-0.034209627	0.023296706	0.050025567	0.048368102	-0.2372633	0.062739373	-0.040462967
At5g54250	0.172801593	-0.356456051	0.043556005	0.027077591	0.039988159	0.026417005	0.121972338	0.019212559	0.062859338	0.659367057	0.063551949	0.159026395	0.357704159	0.369558991	0.252442724	0.058970616	0.094475283	0.110787793	0.051829728	0.513376057	0.094894616	0.111596057
At5g54470	-0.132325759	0.140577528	0.047197131	0.119141806	0.016763521	-0.100257536	-0.077325536	0.005446521	0.024157131	-0.670296728	0.182364861	-0.019977336	-0.125841079	-0.391701994	-0.389801394	-0.011887472	0.001000195	-0.000475559	0.061616664	-0.437477728	0.058875195	-0.299430728
At5g54810	-0.548430449	-1.648250631	0.022274064	-0.435246667	-0.274772418	-0.043726936	0.408066064	-0.180941018	-0.206545269	-1.202642351	-0.156818965	-0.369925321	-0.373214418	-0.122672267	0.145925316	-0.511499631	0.018844035	-0.126113449	-0.102766988	-0.888470351	0.096496702	-0.714443684
At5g57560	-0.602727849	-0.108085856	-0.422060667	0.229602352	-0.212185811	-0.404146334	-0.029769334	0.844764189	-0.194285334	-0.000812395	-0.161111189	-0.018352063	-0.744511811	-0.502440048	-0.789647062	-0.521383856	0.148900478	0.215283951	-0.05085873	-0.887414395	-0.028133522	-0.787907729
At5g58290	-0.13972083	-0.109110639	-0.085180891	-0.215115305	-0.016870387	0.011145443	0.085329109	-0.000668587	-0.020444891	-1.382649087	0.059683694	-0.132573962	-0.381233787	-0.376630905	-0.350953421	-0.028328306	0.098201694	-0.09902663	-0.095038629	-1.221921087	0.138216694	-0.455357087
At5g58600	0.147654558	0.149869302	0.026550563	0.086596025	-0.013313961	-0.084639104	0.008253896	0.077385239	-0.029848771	0.230577539	-0.002979031	0.068290761	0.166645039	0.180074625	0.070609539	0.211772302	0.146934969	0.102762558	0.048685095	0.207098539	0.218534635	0.063950539
At5g58670	-0.060802396	-1.885591132	-0.274909745	0.374992003	0.085120034	0.020351588	-0.559477079	0.191181434	0.148211921	-0.42227113	0.165596202	0.297277205	0.185402834	0.129437203	-0.168842797	-0.036867465	0.078595535	0.137543804	0.205615538	-0.01722013	0.199301535	0.03905387
At5g58940	-0.292634674	0.580185172	-0.138834963	0.056496715	-0.123128011	-0.182846296	-0.11319963	-0.100432611	-0.264299963	-0.442447419	0.004736838	-0.086470401	-0.430475011	-0.222057685	-0.042012085	-0.121383828	-0.138372828	-0.215818874	-0.072588401	-0.133596085	0.003720505	-0.091424419
At5g60800	0.423532918	0.579854696	0.128140754	0.205227402	0.358651642	0.154073754	0.277307754	0.332774842	0.236872421	-2.914218646	-0.248209971	0.57449888	0.330362242	-0.475599398	0.054145687	0.015964696	-0.002561971	0.472162918	-0.12087912	-1.145196646	0.209595362	0.184401687
At5g60850	0.478421594	-0.160397605	0.167080387	0.118739074	0.24525337	0.290272054	0.102272721	0.26300577	0.187528387	1.982712894	-0.117610939	0.560089427	0.92268577	0.729403274	1.014744561	0.251834728	-0.148937939	0.385774794	-0.318475906	1.377102227	0.015535395	0.308484561
At5g60890	0.322373363	-0.88673302	0.187829939	0.226751522	0.25195212	0.116901606	0.074858273	0.36199752	0.093173939	1.541337276	-0.235899053	0.057297343	0.57701892	0.529664322	0.498367276	-0.126876053	-0.256101053	0.258286363	-0.117243324	1.026083276	0.07806428	0.670207276
At5g61790	-0.322425013	0.806758596	0.111527744	-0.233678509	-0.164655471	-0.112075923	-0.026623923	-0.043006871	0.012969411	-1.192793652	-0.12856207	-0.262108159	-0.965757271	-0.406854909	-0.702197986	0.129747596	-0.092329404	-0.321777413	0.126956841	-0.569734319	-0.103599737	-0.646792986
At5g63400	0.110775157	0.335683842	0.45146683	-0.177475012	0.051846445	0.31408183	0.31558983	0.081460245	0.247005496	-0.194908266	-0.196097492	0.186570682	0.197474045	0.241356188	0.166998734	0.141167842	0.036561842	-0.039494843	0.074120348	0.260522068	0.098591842	-0.177942266
At5g64000	-0.210096287	0.305876305	-0.041221877	0.12123406	-0.105768296	-0.132542211	0.048863123	0.071723104	0.010166123	-0.355392283	-0.294484028	-0.129959862	0.009436304	-0.08972374	0.021559383	-0.141689028	-0.318965361	0.012030713	-0.014556195	0.086557383	-0.170745028	-0.09138795
At5g64120	-0.307436274	1.109810035	-0.065265629	-0.063877155	-0.171102363	0.409758038	0.066234038	0.076948237	-0.206238629	-0.876951949	-0.191116965	-0.120755482	-0.871804763	-0.118840355	-0.864477615	0.767441368	0.376917368	-0.188179274	-0.063544148	-0.207586615	0.314296368	-1.296263282
At5g65730	0.225105514	-0.347031697	0.009542205	0.030831977	0.032615919	-0.353767795	-0.205983462	0.038826319	0.094069872	0.668644968	-0.164372697	0.141428865	0.255671719	0.223142977	0.183789635	0.117849636	-0.138910031	0.118036514	0.071368865	0.332698302	0.063080636	0.186506968
At5g66055	0.067585254	-0.281771398	0.146674995	-0.054461642	-0.057084434	0.040390328	0.106830328	-0.190704234	0.070234328	0.732337314	-0.173650732	-0.099747193	0.134341366	0.180564358	0.239779647	-0.015213065	-0.168053065	-0.173592746	0.145297474	0.454571647	-0.217266732	0.242639981
At5g66510	-0.063544662	0.180478319	0.304511168	0.057458883	0.091912014	-0.025123498	0.114249502	-0.118714586	0.033759835	-0.390790717	0.012360986	0.069061041	0.104006814	-0.189651517	-0.169286717	0.176017986	0.051124319	0.074508738	0.148162041	0.200834283	-0.106758348	-0.104891717
At5g66760	0.012112522	-0.172184009	-0.166661221	0.005835641	-0.159224307	-0.236843888	-0.149647221	0.148170893	0.180108779	-0.573983307	0.509810658	0.141852827	-0.041989907	-0.018582559	-0.245635307	0.198111991	0.362168658	0.282862922	0.189415494	0.046591693	0.293219325	-0.138218641
At5g67310	-0.514441821	-0.35230206	-0.223819636	-0.004108658	-0.231254078	-0.387837303	0.036744364	-0.235467878	0.080554364	-1.006568602	0.232476606	-0.290291874	-0.436923878	-0.749403858	-0.763094268	0.12049294	0.172155273	-0.067798021	0.054748126	-0.947559935	0.163403273	-0.769753602
spiking1	0.368727603	0.323794842	-0.858842279	0.549758633	-0.254185594	0.294381054	0.075514387	0.165246406	-0.690945613	0.812538099	-0.411195158	0.268666383	-0.134741594	0.886424633	0.667114765	0.085428175	0.173091508	0.279655603	-0.471893617	-0.462418568	0.346231508	-1.008111901
spiking3	0.30240256	0.24747222	-1.031390534	0.336104087	-0.236207262	0.236512799	0.616159466	0.110535738	-0.174978534	0.663288048	-0.40067778	0.159735503	0.045515338	0.325972087	0.552894715	0.08333222	0.043668886	0.24444316	-1.503370164	-0.633051952	0.485705553	-0.672500619
spiking4	0.095872515	0.261656228	-0.716533451	0.041892207	-0.122084682	0.089155883	0.456250216	0.043050118	-0.090902784	0.204626698	-0.226454772	0.026565878	-0.076642482	0.171426807	0.298027032	0.203377894	0.108597894	0.149773515	-1.749598456	-0.170897968	0.335104561	-0.277208968
spiking5	-0.07659422	0.247862217	-0.477805368	-0.075362607	-0.197422338	0.016138632	0.244916632	-0.081189138	-0.054167368	-0.261956816	0.121529217	0.220274829	-0.120440738	-0.235944007	-0.214397816	0.089894884	0.18364655	0.05544598	-1.020092171	-0.223955816	0.06188655	-0.265510482
